strategy,category,param_window,param_z_entry,param_z_exit,is_total_return_pct,is_max_drawdown_pct,is_sharpe_ratio,is_sortino_ratio,is_calmar_ratio,is_annualized_return_pct,is_annualized_volatility_pct,is_final_value,is_total_trades,is_win_rate_pct,is_profit_factor,is_expectancy,is_cagr_pct,is_recovery_factor,oos_total_return_pct,oos_max_drawdown_pct,oos_sharpe_ratio,oos_sortino_ratio,oos_calmar_ratio,oos_annualized_return_pct,oos_annualized_volatility_pct,oos_final_value,oos_total_trades,oos_win_rate_pct,oos_profit_factor,oos_expectancy,oos_cagr_pct,oos_recovery_factor,is_composite,oos_composite,robust_score
zscore_reversion,mean_reversion,40,3.0,1.0,3.395271090412672,0.8123933800080363,0.6017100890767394,2.536608537634105,1.076202595564108,0.8742998641837474,1.4642920466855285,103395.27109041267,1.0,100.0,inf,3395.2710904126775,0.8742998641837474,4.17934362091809,3.166786438579642,3.2860270838860117,0.5260782571481358,1.035573440818682,0.582675299417701,1.9146868149979568,3.736555450218476,103166.78643857964,1.0,100.0,inf,3166.7864385796465,1.9146868149979568,0.9637128233388274,0.17265899129382545,0.16521531823011745,0.16521531823011748
zscore_reversion,mean_reversion,60,1.5,0.0,139.4132919783844,10.074458538704311,1.7934767545833248,3.0399447203389944,2.5370533927054626,25.55943921529029,13.176189581461086,239413.2919783844,21.0,95.23809523809523,48.53102729419747,6638.728189446879,25.55943921529029,13.838291302979993,42.19896700889457,9.531694331158992,1.5339419117202218,2.648531712837318,2.505649188896973,23.883082169682403,14.66177047710309,142198.96700889457,8.0,100.0,inf,5274.870876111821,23.883082169682403,4.427226214225803,0.8737987012987013,0.6462575253152802,0.6462575253152802
zscore_reversion,mean_reversion,60,1.5,0.5,94.68975423479247,10.074458538704311,1.5119121156450217,2.547042517596669,1.8829365717997142,18.969566423606253,11.961799677280478,194689.7542347925,25.0,92.0,12.938804734039449,3787.5901693916985,18.969566423606253,9.39899190323837,37.26332810479824,5.466831223425295,1.6307110799735096,2.8604695618256653,3.8869379394340657,21.249233690814528,12.277555968797211,137263.32810479825,10.0,100.0,inf,3726.332810479824,21.249233690814528,6.816257276267356,0.7967532467532468,0.766504329004329,0.766504329004329
zscore_reversion,mean_reversion,60,1.5,1.0,59.05368040234635,10.074458538704311,1.2553985618299157,2.142839100337568,1.2766316464666942,12.861372591526532,10.037999627098285,159053.68040234636,28.0,89.28571428571429,7.74611673864827,2109.0600143695133,12.861372591526532,5.861722510988796,13.017883678248806,5.466831223425272,0.7369160838276244,1.189411378309655,1.4137338822784662,7.728644529254147,10.905749452217487,113017.8836782488,10.0,100.0,inf,1301.7883678248822,7.728644529254147,2.3812485050695202,0.6780735930735932,0.5896915584415585,0.5896915584415585
zscore_reversion,mean_reversion,60,2.0,0.0,70.99821432535816,7.061244620845287,1.4675481810135833,2.584602222167481,2.126011188444513,15.012285068260711,9.861569397949728,170998.21432535816,10.0,100.0,inf,7099.82143253581,15.012285068260711,10.054631745197792,66.45868162284482,8.294320080049989,2.4941798208703436,5.1378444757358555,4.381493226802605,36.34150725167187,12.756831221445209,166458.68162284483,8.0,100.0,inf,8307.335202855604,36.34150725167187,8.012553287242357,0.7757034632034632,0.7152876541661258,0.7152876541661257
zscore_reversion,mean_reversion,60,2.0,0.5,44.15976712086393,7.0612446208452635,1.0754589950025548,1.8087569789836684,1.416906723776893,10.005124981509073,9.26427898303989,144159.76712086395,10.0,90.0,21.163007374464954,4415.976712086394,10.005124981509073,6.253822023174409,56.69021717677789,5.466831223425306,2.6241489903553132,5.8568951399317815,5.746779960062219,31.416676119822974,10.627819961326193,156690.2171767779,9.0,100.0,inf,6298.913019641989,31.416676119822974,10.369849527064416,0.7431655844155844,0.77465535538865,0.7431655844155844
zscore_reversion,mean_reversion,60,2.0,1.0,27.015339564385414,7.061244620845308,0.8579125789530475,1.4654780256283948,0.9110460080325895,6.433118723562714,7.602438280769931,127015.33956438542,10.0,90.0,25.12410419209871,2701.533956438542,6.433118723562714,3.8258608807623187,31.42599958701536,5.46683122342535,1.8634042172125913,3.875248426916139,3.308283828110602,18.085829327468183,9.145548856947887,131425.99958701537,9.0,100.0,inf,3491.777731890599,18.085829327468183,5.74848542101594,0.58879329004329,0.7211379128444043,0.58879329004329
zscore_reversion,mean_reversion,60,2.5,0.0,18.39910305590354,6.058223264500306,0.6442118219051196,1.0617048846643864,0.7430576921808313,4.50160939763582,7.239731716861135,118399.10305590354,3.0,100.0,inf,6133.034351967845,4.50160939763582,3.037046053373065,7.6508333163951905,3.3470471064147467,1.0237558845421697,1.9918077803097272,1.3704288927183979,4.586890059920279,4.478215136774226,107650.83331639519,1.0,100.0,inf,7650.833316395194,4.586890059920279,2.285845724050931,0.25022444219358037,0.20996291607286804,0.20996291607286804
zscore_reversion,mean_reversion,60,2.5,0.5,11.99756315439334,6.058223264500251,0.4673837780578921,0.7446942166282048,0.494887515126349,2.9981390574491673,6.814806738173605,111997.56315439334,3.0,100.0,inf,3999.1877181311124,2.9981390574491673,1.9803765279989283,5.5189084941853945,3.3470471064147467,0.7958292197085293,1.4582315525801262,0.9925016553368761,3.3219497936071374,4.217553016845808,105518.9084941854,1.0,100.0,inf,5518.908494185389,3.3219497936071374,1.648888802194684,0.19754171243354607,0.18728965903973435,0.18728965903973432
zscore_reversion,mean_reversion,60,2.5,1.0,10.334909332928408,4.766829520831283,0.5255088606968908,0.9001042021846083,0.5448666448279809,2.597286407482313,5.127952408148239,110334.90933292841,3.0,100.0,inf,3444.9697776428015,2.597286407482313,2.168088723912684,4.486257039295204,3.3470471064147467,0.6682861557989527,1.1965670137927422,0.8083688463411166,2.7056486080618614,4.121245653714224,104486.2570392952,1.0,100.0,inf,4486.2570392952075,2.7056486080618614,1.340362682884599,0.21095320903912443,0.17543967376015318,0.17543967376015318
zscore_reversion,mean_reversion,60,3.0,0.0,18.534830313478757,6.058223264500217,0.7290708158489374,1.2622138619226977,0.74821089516616,4.532828651848164,6.3556943679644595,118534.83031347876,2.0,100.0,inf,9267.415156739375,4.532828651848164,3.059449859183725,0.0,0.0,,,,0.0,0.0,100000.0,0.0,,,,0.0,,0.22409079514770622,0.0,0.0
zscore_reversion,mean_reversion,60,3.0,0.5,12.724990191955118,6.0582232645002065,0.5511831402619003,0.9195020507154108,0.5236078693099702,3.172133375329045,5.989045471626601,112724.99019195512,2.0,100.0,inf,6362.495095977554,3.172133375329045,2.1004491971302266,0.0,0.0,,,,0.0,0.0,100000.0,0.0,,,,0.0,,0.1859155004019711,0.0,0.0
zscore_reversion,mean_reversion,60,3.0,1.0,11.051537391389429,2.7297444356304212,0.7088351326311572,1.490073890442828,1.0149681158877426,2.770603566686858,3.9652594355490525,111051.53739138943,2.0,100.0,inf,5525.768695694714,2.770603566686858,4.048561193911594,0.0,0.0,,,,0.0,0.0,100000.0,0.0,,,,0.0,,0.23358924407810308,0.0,0.0
