strategy,category,param_window,param_threshold,is_total_return_pct,is_max_drawdown_pct,is_sharpe_ratio,is_sortino_ratio,is_calmar_ratio,is_annualized_return_pct,is_annualized_volatility_pct,is_final_value,is_total_trades,is_win_rate_pct,is_profit_factor,is_expectancy,is_cagr_pct,is_recovery_factor,oos_total_return_pct,oos_max_drawdown_pct,oos_sharpe_ratio,oos_sortino_ratio,oos_calmar_ratio,oos_annualized_return_pct,oos_annualized_volatility_pct,oos_final_value,oos_total_trades,oos_win_rate_pct,oos_profit_factor,oos_expectancy,oos_cagr_pct,oos_recovery_factor,is_composite,oos_composite,robust_score
roc_momentum,momentum,10,0.0,206.75533680100756,21.08333171150283,1.6640850187793104,2.612770666306488,1.609851749972406,33.94103845101155,18.604881792103697,306755.3368010075,88.0,32.95454545454545,2.37433128313713,2349.4924636478117,33.94103845101155,9.806577993942208,15.40026678799886,18.655823955371698,0.6750499353903214,0.9835505880338705,0.4880220463572397,9.10445338318091,14.45488750987916,115400.26678799886,31.0,45.16129032258064,1.536101044301852,496.7827996128673,9.10445338318091,0.8254937881510485,0.3806818181818182,0.8039772727272727,0.3806818181818181
roc_momentum,momentum,10,2.0,229.17653192025304,20.557624372089478,1.8868487160415341,3.0073985001827475,1.7719577197951706,36.427241206773296,17.255853203820394,329176.53192025307,51.0,43.13725490196079,3.435192109546753,4493.6574886324115,36.427241206773296,11.148006587346723,19.077398862825795,11.735567929806379,0.8522398808088162,1.2592602864818774,0.9549032191157653,11.20633159432385,13.538591637706077,119077.3988628258,17.0,58.82352941176471,1.9581380370631774,1122.1999331073998,11.20633159432385,1.6256050816571386,0.5880681818181818,0.9289772727272727,0.5880681818181819
roc_momentum,momentum,10,5.0,165.5597167567602,15.723407176337655,1.7727972780961672,2.8975303689479643,1.8442977011522568,28.998643709600437,14.999951300655628,265559.7167567602,28.0,53.57142857142857,4.043713401327022,5912.84702702715,28.998643709600437,10.529506416771614,16.957774186284194,8.388303161073306,0.90766330279987,1.335938377092227,1.1918850208870893,9.997892888343095,11.188567472381251,116957.7741862842,8.0,75.0,3.259688970049796,2119.721773285524,9.997892888343095,2.0215976772249133,0.5909090909090909,0.8791812729715082,0.5909090909090909
roc_momentum,momentum,10,8.0,51.912038150345055,12.182147404824505,1.0212572096548371,1.5722578915266847,0.9454546392852398,11.517667780347974,11.299375303280572,151912.03815034503,16.0,62.5,2.800040910332911,3244.502384396564,11.517667780347974,4.261320802093257,-0.6459661801016336,8.92772919787409,-0.011488859412478332,-0.016250976768160317,-0.04407182955910167,-0.39346135955852235,7.806928396801137,99354.03381989837,4.0,50.0,0.8982974420017439,-161.49154502540569,-0.39346135955852235,-0.07235503741034775,0.23863636363636365,0.4851221410485582,0.23863636363636365
roc_momentum,momentum,20,0.0,177.52019315689145,14.666157163281056,1.4982488636292561,2.3228968021685725,2.0788539300890383,30.488798458190324,18.965347314223553,277520.19315689144,65.0,40.0,2.8224633009186326,2731.079894721407,30.488798458190324,12.10407001510526,-12.271958089095786,16.771699872148993,-0.48100112145815055,-0.6447300751417979,-0.456476493914361,-7.655886754622509,14.399615568610397,87728.04191090421,20.0,30.0,0.6611845423455042,-613.5979044547889,-7.655886754622509,-0.7317062779947872,0.5113636363636364,0.53125,0.5113636363636362
roc_momentum,momentum,20,2.0,156.85723146152694,18.854555314430254,1.4490485265886845,2.223209596508976,1.4788419985811057,27.882908263550043,18.107188738127043,256857.23146152694,37.0,40.54054054054054,3.2812697124682035,4239.384634095324,27.882908263550043,8.319328079908463,-12.059271734676063,15.9437090943368,-0.5169713479884868,-0.6926666868608837,-0.47164428085727317,-7.519759209996046,13.385703756307205,87940.72826532394,13.0,30.76923076923077,0.6266369184841613,-927.6362872827751,-7.519759209996046,-0.7563655146567816,0.3039772727272727,0.4943181818181818,0.3039772727272727
roc_momentum,momentum,20,5.0,87.05586321166935,17.930089700047603,1.0435595853635589,1.5651607922212145,0.9891378964583666,17.735331209214912,17.036736182738764,187055.86321166935,25.0,44.0,2.3346648966014403,3482.2345284667726,17.735331209214912,4.855294349778865,0.47971975858502264,14.866581294969649,0.08092808213800694,0.11265820342328296,0.01961150063969341,0.29155596857635135,10.787331688752442,100479.71975858502,7.0,42.857142857142854,1.0312140492977069,68.53139408357401,0.29155596857635135,0.032268330496893975,0.17045454545454544,0.6631481460312701,0.17045454545454541
roc_momentum,momentum,20,8.0,123.97558046991672,12.877093631681092,1.475513171668235,2.3078914010692095,1.8168968731810666,23.3963511550612,15.013535418648399,223975.58046991672,16.0,62.5,4.680773439835271,7748.473779369793,23.3963511550612,9.627605732779923,-1.2381496812758706,15.04420085229925,-0.02770432283993751,-0.03843394436462056,-0.050188415344243335,-0.7550446008974143,9.849352402037617,98761.85031872413,6.0,33.33333333333333,0.8994172897562629,-206.3582802126432,-0.7550446008974143,-0.08230079440122873,0.4914772727272727,0.5281340926646477,0.49147727272727276
roc_momentum,momentum,40,0.0,271.70213695945336,17.138559551210907,1.8445868793828277,2.873103283112748,2.381643758287,40.8179433811715,19.604820683269885,371702.13695945335,42.0,38.095238095238095,3.888286062303076,6469.098499034603,40.8179433811715,15.853265622912664,-19.655462342945786,26.33872238903665,-1.0830423019902327,-1.4268743039537717,-0.4732572187267457,-12.464990502651352,11.661966901976285,80344.53765705421,15.0,13.333333333333334,0.12236178133225763,-1310.3641561963864,-12.464990502651352,-0.7462572425732868,0.7045454545454546,0.3039772727272727,0.3039772727272727
roc_momentum,momentum,40,2.0,288.147794892481,13.246046189380667,1.95389086896886,3.0596209422790164,3.202192302184475,42.41638714201477,19.02950248212422,388147.794892481,23.0,56.52173913043478,5.551054440350653,12528.164995325258,42.41638714201477,21.753494648349374,-20.65517945030646,25.191060496159178,-1.204500827194134,-1.5637133146773043,-0.5211850195056975,-13.129203356059927,11.165033063531878,79344.82054969354,7.0,0.0,0.0,-2950.7399214723528,-13.129203356059927,-0.8199408458193217,0.9147727272727273,0.1533084423620678,0.15330844236206786
roc_momentum,momentum,40,5.0,234.605073767132,16.591779988641964,1.8173829660959853,2.8377598579432197,2.2306389017121844,37.01026989131451,18.24751332985027,334605.073767132,16.0,68.75,8.866819170254082,14662.817110445747,37.01026989131451,14.139837553760525,-19.653311795762377,27.09577240393015,-1.1780264339385316,-1.5340504496126892,-0.45998191128797894,-12.463565178183867,10.802155858277583,80346.68820423762,5.0,0.0,0.0,-3930.662359152474,-12.463565178183867,-0.7253276084099278,0.7727272727272727,0.18581641266976034,0.18581641266976034
roc_momentum,momentum,40,8.0,168.94183172974806,17.03913039767523,1.5440121757161418,2.3858245702497958,1.7269056007263264,29.42496971525155,17.726098311407686,268941.83172974805,14.0,71.42857142857143,6.804111228788981,12067.273694982003,29.42496971525155,9.914932733468488,-18.270713150736555,25.867224751092976,-1.2240331534913054,-1.585871879910594,-0.44652198697046863,-11.550284593269723,9.645171114121904,81729.28684926344,4.0,0.0,0.0,-4567.678287684139,-11.550284593269723,-0.7063267639472826,0.5596590909090909,0.1697927493669954,0.1697927493669954
roc_momentum,momentum,60,0.0,307.01761772962783,17.965269359193435,1.9147886660074072,2.9553667480383994,2.4597410460242735,44.189910445690295,20.183445060993645,407017.6177296278,20.0,55.00000000000001,6.081524953170682,15350.880886481398,44.189910445690295,17.089508183327993,-27.65029172706613,29.995142982965596,-1.4770718469991082,-1.9160812033141912,-0.5958331806961275,-17.87210144897552,12.773707086649367,72349.70827293387,23.0,8.695652173913043,0.115803963978214,-1202.1865968289615,-17.87210144897552,-0.9218256349959352,0.8323863636363636,0.11363636363636363,0.11363636363636365
roc_momentum,momentum,60,2.0,267.4837066978607,19.16920601814649,1.7971425727937416,2.7613729421568793,2.1075221837731966,40.39952692856239,20.0005789740902,367483.70669786073,16.0,62.5,6.536414531726156,16717.731668616292,40.39952692856239,13.953822941057018,-19.815383551151257,23.6945423165403,-1.0456725782942928,-1.3801557964552598,-0.5305451226734889,-12.571023860021047,12.14029452670168,80184.61644884874,11.0,18.181818181818183,0.09997030386332949,-1801.3985046501148,-12.571023860021047,-0.8362847142786487,0.6846590909090909,0.2784090909090909,0.27840909090909094
roc_momentum,momentum,60,5.0,172.41948186965476,20.19328982540256,1.4393346065050157,2.1830668811949545,1.4786706504073617,29.859224999992364,19.47410765703634,272419.48186965473,13.0,69.23076923076923,4.376922056005452,13263.037066896517,29.859224999992364,8.538454276665517,-8.13706737946879,13.190790052727696,-0.42172495517706754,-0.572198629786218,-0.3814828081793178,-5.032059631418373,10.847036821567265,91862.93262053121,5.0,40.0,0.12569681626256848,-1627.4134758937544,-5.032059631418373,-0.6168749064265596,0.3664772727272727,0.4399329121586759,0.3664772727272727
roc_momentum,momentum,60,8.0,137.09331267907757,22.26132102564441,1.2983772384399312,1.9427891405751339,1.1338538357177055,25.241084233070122,18.68217956024169,237093.31267907756,11.0,54.54545454545454,5.29719732973402,12463.028425370681,25.241084233070122,6.158363761124058,-13.554154771663859,17.729782637837655,-0.7841642634548931,-1.0191136146743835,-0.47825166086628873,-8.479297993344147,10.582836341368537,86445.84522833614,5.0,0.0,0.0,-2710.830954332772,-8.479297993344147,-0.7644851067004925,0.2528409090909091,0.24608119515725022,0.2460811951572502
