strategy,category,param_don_window,param_pullback,is_total_return_pct,is_max_drawdown_pct,is_sharpe_ratio,is_sortino_ratio,is_calmar_ratio,is_annualized_return_pct,is_annualized_volatility_pct,is_final_value,is_total_trades,is_win_rate_pct,is_profit_factor,is_expectancy,is_cagr_pct,is_recovery_factor,oos_total_return_pct,oos_max_drawdown_pct,oos_sharpe_ratio,oos_sortino_ratio,oos_calmar_ratio,oos_annualized_return_pct,oos_annualized_volatility_pct,oos_final_value,oos_total_trades,oos_win_rate_pct,oos_profit_factor,oos_expectancy,oos_cagr_pct,oos_recovery_factor,is_composite,oos_composite,robust_score
donchian_rsi_fixed,hybrid,30,35.0,5.544471761283785,2.639740091534437,0.6971173194731114,1.152871233023969,0.5367251728383798,1.4168149568772215,2.0481951899154827,105544.47176128378,3.0,66.66666666666666,24.469915520852727,1848.1572537612658,1.4168149568772215,2.1003854807769637,1.2413715220704908,1.8573252414619934,0.2353880223256801,0.4121447189164211,0.40560604352942886,0.7533423427367403,3.437444178292495,101241.37152207049,2.0,50.0,3.5826161462265995,620.6857610352462,0.7533423427367403,0.6683651814764254,0.4730331178453707,0.24054670667043185,0.24054670667043188
donchian_rsi_fixed,hybrid,30,40.0,12.780083674436609,6.468665933995588,0.7309573224905974,1.2258863543536223,0.49241643425027437,3.185277413574328,4.423195542298668,112780.08367443661,10.0,50.0,3.03042752414454,1278.008367443663,3.185277413574328,1.9756907845977698,-3.721001187087895,4.344117407035375,-0.47359355030893996,-0.6695503164714778,-0.5249386453802222,-2.280395107021793,4.643700344639063,96278.9988129121,6.0,33.33333333333333,0.32347326690910966,-620.1668645146494,-2.280395107021793,-0.8565609163927448,0.896969696969697,0.1502248085801665,0.1502248085801665
donchian_rsi_fixed,hybrid,30,45.0,16.12489582970977,7.140161463911776,0.5796607944207773,0.9530616123955473,0.5566441770756857,3.974529302266694,7.164209989639674,116124.89582970977,23.0,30.434782608695656,1.762966220509042,701.0824273786848,3.974529302266694,2.2583377016345034,3.6825755855378373,5.189543761200854,0.355058486099883,0.5637340872443817,0.42862103712101246,2.22434762911079,6.8546569428625945,103682.57558553784,13.0,46.15384615384615,1.3688535595141549,283.2750450413712,2.22434762911079,0.70961451622593,0.8454545454545456,0.5318181818181819,0.5318181818181819
donchian_rsi_fixed,hybrid,40,35.0,5.990926484261465,5.638794392498669,0.5624634348749711,0.9237479981198226,0.27106601823534676,1.5284855436224154,2.764724715776831,105990.92648426146,6.0,50.0,2.302160106662211,998.4877473769126,1.5284855436224154,1.0624481169647255,1.1814509951039216,4.776027989345877,0.15497896872175673,0.22733934533843647,0.15013777099816028,0.7170621965452151,5.630227127698371,101181.45099510392,4.0,25.0,1.3124724131757108,295.36274877598066,0.7170621965452151,0.247371036714911,0.5680375574437546,0.21273504259314557,0.21273504259314557
donchian_rsi_fixed,hybrid,40,40.0,2.4848193620478414,16.728527457861176,0.14337913488487602,0.20010510897095207,0.0383752797633085,0.6419619212236105,5.532597486710391,102484.81936204784,14.0,28.57142857142857,1.1122727406095565,177.48709728913104,0.6419619212236105,0.14853784161857947,-5.045319804567116,9.184579375361078,-0.4372185828100857,-0.6044855810911517,-0.337554214627589,-3.1002934777347613,6.691600940608266,94954.68019543288,7.0,14.285714285714285,0.41813615727328934,-720.7599720810158,-3.1002934777347613,-0.5493250804823891,0.19393939393939397,0.09127200289462645,0.09127200289462645
donchian_rsi_fixed,hybrid,40,45.0,-1.3834010005313175,20.295964352494245,-0.007044261080311268,-0.010226091171740738,-0.017862254850802613,-0.36253168770705724,7.854462486604749,98616.59899946868,24.0,29.166666666666668,0.9607007058727086,-57.64170835547179,-0.36253168770705724,-0.06816138304664032,3.7081633063496264,8.30316406539744,0.31142850786048704,0.46883235825884667,0.26973980155012733,2.2396938272384537,8.184382148801165,103708.16330634963,13.0,46.15384615384615,1.2704903504397373,285.2433312576645,2.2396938272384537,0.4465964151910482,0.06969696969696969,0.356060606060606,0.0696969696969697
donchian_rsi_fixed,hybrid,50,35.0,7.998578287579833,7.57246651892074,0.4468511033927781,0.6789188612793354,0.26760096306199005,2.0263993332178654,4.74069068983444,107998.57828757983,10.0,40.0,1.6732327676882792,799.8578287579821,2.0263993332178654,1.0562711987691726,10.558933779356682,4.776027989345866,0.9768625589530312,1.5723957129340305,1.3183868073533118,6.296652292703753,6.4645699658198374,110558.93377935668,5.0,60.0,6.395221281897317,2111.786755871336,6.296652292703753,2.210819074534539,0.6015151515151514,0.6599663291074446,0.6015151515151514
donchian_rsi_fixed,hybrid,50,40.0,5.522683748928568,18.453964304291382,0.23851701882026663,0.3396634122407508,0.076479840489898,1.4113562463984763,6.864312767176971,105522.68374892857,15.0,46.666666666666664,1.200290449859335,368.178916595238,1.4113562463984763,0.29926814953491016,4.066799372610796,6.840629773433948,0.3647522835669892,0.5444824333023814,0.3588309187870439,2.4546294666833113,7.396408767707037,104066.7993726108,7.0,42.857142857142854,1.6472713112366735,580.9713389443997,2.4546294666833113,0.5945065742929823,0.25757575757575757,0.41452701314642837,0.25757575757575757
donchian_rsi_fixed,hybrid,50,45.0,1.5185173548456077,23.477257183914325,0.08859191734350035,0.1289287937761044,0.016769263511721894,0.39369631224952517,8.675167041880476,101518.51735484561,25.0,40.0,1.0388831869616668,60.74069419382499,0.39369631224952517,0.06468035609739092,13.660291434723273,6.067628549570903,0.9328804837052681,1.4753867232762863,1.3350750780865934,8.100739659618817,8.760392495404115,113660.29143472327,13.0,61.53846153846154,2.1662568284443213,1050.7916488248661,8.100739659618817,2.2513394356827128,0.12272727272727271,0.8636363636363636,0.12272727272727268
donchian_rsi_fixed,hybrid,65,35.0,10.68638656345474,9.371495225040594,0.49093979852064557,0.7298972276213337,0.2862291547599493,2.68239515710027,5.7257329442272065,110686.38656345474,11.0,45.45454545454545,1.6102223922831957,971.4896875867948,2.68239515710027,1.1403075290377103,7.0614789036824375,6.327455508897772,0.6456414971526776,0.9846138445257553,0.6698104766710785,4.238195990529858,6.784781673572203,107061.47890368244,7.0,42.857142857142854,2.2946045959943757,1008.7827005260616,4.238195990529858,1.1160060934055513,0.703030303030303,0.5615763511433264,0.5615763511433264
