strategy,category,param_roc_window,param_vol_window,param_vol_multiplier,is_total_return_pct,is_max_drawdown_pct,is_sharpe_ratio,is_sortino_ratio,is_calmar_ratio,is_annualized_return_pct,is_annualized_volatility_pct,is_final_value,is_total_trades,is_win_rate_pct,is_profit_factor,is_expectancy,is_cagr_pct,is_recovery_factor,oos_total_return_pct,oos_max_drawdown_pct,oos_sharpe_ratio,oos_sortino_ratio,oos_calmar_ratio,oos_annualized_return_pct,oos_annualized_volatility_pct,oos_final_value,oos_total_trades,oos_win_rate_pct,oos_profit_factor,oos_expectancy,oos_cagr_pct,oos_recovery_factor,is_composite,oos_composite,robust_score
momentum_volume,momentum,20,40,2.0,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,0.0
momentum_volume,momentum,40,10,1.1,-9.083380132555117,24.605063307109752,-0.27776493135091374,-0.37720257328069345,-0.0996602834390542,-2.4521475832224304,7.831758209965091,90916.61986744488,13.0,23.076923076923077,0.5594393446329755,-698.7215486580874,-2.4521475832224304,-0.36916711081700126,-6.550587965114915,6.5955760440304045,-0.823489420629124,-1.1307111657771327,-0.6121797133701112,-4.037677852145305,4.861477269216064,93449.41203488508,7.0,14.285714285714285,0.026309935431033583,-935.7982807307025,-4.037677852145305,-0.9931790523503694,0.4124800637958532,0.15438369537235916,0.1543836953723592
momentum_volume,momentum,40,10,1.3,-8.570075344370808,8.792258465187086,-1.1490822837344894,-1.2043584773167468,-0.2626014073513099,-2.3088594467545964,2.014951688033822,91429.92465562919,5.0,0.0,0.0,-1714.015068874161,-2.3088594467545964,-0.9747296872929736,-2.512041658378614,6.5955760440304045,-0.3099866846173318,-0.44427608003566327,-0.2328477837624448,-1.5357652644891528,4.6456575239052516,97487.95834162139,4.0,25.0,0.06768259774695476,-628.0104145946518,-1.5357652644891528,-0.38086766669186384,0.13124330408386678,0.2161231972290402,0.13124330408386678
momentum_volume,momentum,40,10,1.6,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,0.0
momentum_volume,momentum,40,10,2.0,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,0.0
momentum_volume,momentum,40,20,1.1,-17.825132519669,24.30495011265209,-0.5595417844278486,-0.7261040497459477,-0.20529064953631745,-4.98957899557414,8.4987151137989,82174.867480331,16.0,18.75,0.3761786993507766,-1114.070782479313,-4.98957899557414,-0.7333951494263722,-7.890455172703849,7.89045517270377,-0.9565302602649444,-1.274781669865342,-0.6180946105129151,-4.877047816741953,5.091583111065136,92109.54482729615,7.0,14.285714285714285,0.0216325310925428,-1127.207881814834,-4.877047816741953,-1.00000000000001,0.2685406698564593,0.08194559783694136,0.08194559783694134
momentum_volume,momentum,40,20,1.3,8.268081680832358,13.992384899857369,0.369629437144612,0.5397733854004667,0.14956107343375805,2.0927161055209753,6.1081077979505,108268.08168083236,4.0,25.0,3.2591439097651356,2067.020420208089,2.0927161055209753,0.590898673814829,-2.512041658378614,6.5955760440304045,-0.3099866846173318,-0.44427608003566327,-0.2328477837624448,-1.5357652644891528,4.6456575239052516,97487.95834162139,4.0,25.0,0.06768259774695476,-628.0104145946518,-1.5357652644891528,-0.38086766669186384,0.5238940860446418,0.2161231972290402,0.21612319722904016
momentum_volume,momentum,40,20,1.6,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,-1.0981702863994725,1.4310821865826995,-0.6036986605077455,-0.681826641925479,-0.46782614555264934,-0.6694976633180416,1.1026213786830041,98901.82971360053,2.0,50.0,0.1441803234399206,-549.0851431997348,-0.6694976633180416,-0.7673705232973433,0.0,0.15633115946589438,0.0
momentum_volume,momentum,40,20,2.0,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,0.0
momentum_volume,momentum,40,40,1.1,-20.621262041596594,26.880593617090433,-0.6580749777027922,-0.8479099853691614,-0.2173780934854237,-5.843252192239568,8.586072543938679,79378.7379584034,17.0,17.647058823529413,0.3426486816535004,-1213.0154142115643,-5.843252192239568,-0.7671431046257025,-7.890455172703849,7.89045517270377,-0.9565302602649444,-1.274781669865342,-0.6180946105129151,-4.877047816741953,5.091583111065136,92109.54482729615,7.0,14.285714285714285,0.0216325310925428,-1127.207881814834,-4.877047816741953,-1.00000000000001,0.1993620414673046,0.08194559783694136,0.08194559783694136
momentum_volume,momentum,40,40,1.3,9.803609368000485,12.772569491259912,0.4318290800587809,0.6346002931517765,0.19324639706293403,2.46825303542193,6.073736018654843,109803.60936800049,3.0,33.33333333333333,5.614979374345454,3267.86978933349,2.46825303542193,0.7675518520145032,-1.0981702863994725,1.4310821865826995,-0.6036986605077455,-0.681826641925479,-0.46782614555264934,-0.6694976633180416,1.1026213786830041,98901.82971360053,2.0,50.0,0.1441803234399206,-549.0851431997348,-0.6694976633180416,-0.7673705232973433,0.49334340406864835,0.15633115946589438,0.15633115946589435
momentum_volume,momentum,40,40,1.6,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,-1.0981702863994725,1.4310821865826995,-0.6036986605077455,-0.681826641925479,-0.46782614555264934,-0.6694976633180416,1.1026213786830041,98901.82971360053,2.0,50.0,0.1441803234399206,-549.0851431997348,-0.6694976633180416,-0.7673705232973433,0.0,0.15633115946589438,0.0
momentum_volume,momentum,40,40,2.0,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,inf,inf,,0.0,0.0,100000.0,0.0,,,,0.0,,0.0,0.0,0.0
